section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
06 Features,school_dashboard,06.016,What is feature 'School Dashboard' purpose?,Show one-page operational status for the school.,feature,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,Server-side data filtering by school_id required.,Implement feature module school_dashboard with server-side business rules.,Feature smoke test verifies School Dashboard happy path.,Yes
06 Features,school_dashboard,06.017,What inputs does 'School Dashboard' require?,logged-in school user session,feature_input,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,sensitive,Create form/API input contract for school_dashboard.,Validate required inputs and invalid input errors.,Yes
06 Features,school_dashboard,06.018,What outputs does 'School Dashboard' produce?,"dashboard cards for registration, students, payment, exam date, materials, courier, results, certificates",feature_output,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,internal,Create output/status updates for school_dashboard.,Verify expected record/status changes.,Yes
06 Features,school_dashboard,06.019,What gates/validations apply to 'School Dashboard'?,Read own school records only.,feature_gate,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,restricted,Enforce gates server-side for school_dashboard.,Run negative tests for gate failure cases.,Yes
06 Features,school_dashboard,06.020,What security rule applies to 'School Dashboard'?,Server-side data filtering by school_id required.,feature_security,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,restricted,Implement security control for school_dashboard.,Run permission/isolation test for this feature.,Yes
06 Features,student_template_download,06.021,What is feature 'Student CSV Template Download' purpose?,Provide a standard spreadsheet template to prevent bad uploads.,feature,MVP,school_coordinator,"students,files",student_registration,,"Template can be generic, but school-specific template downloads should be logged.",Implement feature module student_template_download with server-side business rules.,Feature smoke test verifies Student CSV Template Download happy path.,Yes
06 Features,student_template_download,06.022,What inputs does 'Student CSV Template Download' require?,participation_id,feature_input,MVP,school_coordinator,"students,files",student_registration,,sensitive,Create form/API input contract for student_template_download.,Validate required inputs and invalid input errors.,Yes
06 Features,student_template_download,06.023,What outputs does 'Student CSV Template Download' produce?,downloaded CSV/XLSX template with required columns and examples,feature_output,MVP,school_coordinator,"students,files",student_registration,,internal,Create output/status updates for student_template_download.,Verify expected record/status changes.,Yes
06 Features,student_template_download,06.024,What gates/validations apply to 'Student CSV Template Download'?,School participation must be approved and students_open.,feature_gate,MVP,school_coordinator,"students,files",student_registration,,restricted,Enforce gates server-side for student_template_download.,Run negative tests for gate failure cases.,Yes
06 Features,student_template_download,06.025,What security rule applies to 'Student CSV Template Download'?,"Template can be generic, but school-specific template downloads should be logged.",feature_security,MVP,school_coordinator,"students,files",student_registration,,restricted,Implement security control for student_template_download.,Run permission/isolation test for this feature.,Yes
06 Features,student_upload,06.026,What is feature 'Student Upload' purpose?,Allow schools to upload student list in bulk.,feature,MVP,school_coordinator,"students,files,participations",student_registration,,Private file upload; uploaded file scoped to school_id.,Implement feature module student_upload with server-side business rules.,Feature smoke test verifies Student Upload happy path.,Yes
06 Features,student_upload,06.027,What inputs does 'Student Upload' require?,"CSV/XLSX file, participation_id, declaration confirmation",feature_input,MVP,school_coordinator,"students,files,participations",student_registration,,sensitive,Create form/API input contract for student_upload.,Validate required inputs and invalid input errors.,Yes
06 Features,student_upload,06.028,What outputs does 'Student Upload' produce?,"uploaded file record, parsed student draft rows, validation report",feature_output,MVP,school_coordinator,"students,files,participations",student_registration,,internal,Create output/status updates for student_upload.,Verify expected record/status changes.,Yes
06 Features,student_upload,06.029,What gates/validations apply to 'Student Upload'?,Allowed file types only; max file size; participation not locked; consent flag present.,feature_gate,MVP,school_coordinator,"students,files,participations",student_registration,,restricted,Enforce gates server-side for student_upload.,Run negative tests for gate failure cases.,Yes
06 Features,student_upload,06.030,What security rule applies to 'Student Upload'?,Private file upload; uploaded file scoped to school_id.,feature_security,MVP,school_coordinator,"students,files,participations",student_registration,,restricted,Implement security control for student_upload.,Run permission/isolation test for this feature.,Yes
06 Features,student_validation,06.031,What is feature 'Student Validation Review' purpose?,Show valid and invalid rows before final count is locked.,feature,MVP,school_coordinator,students,student_registration,,Validation errors must not expose other schools’ records.,Implement feature module student_validation with server-side business rules.,Feature smoke test verifies Student Validation Review happy path.,Yes
06 Features,student_validation,06.032,What inputs does 'Student Validation Review' require?,parsed student rows and validation results,feature_input,MVP,school_coordinator,students,student_registration,,sensitive,Create form/API input contract for student_validation.,Validate required inputs and invalid input errors.,Yes
06 Features,student_validation,06.033,What outputs does 'Student Validation Review' produce?,"valid students saved, invalid rows rejected with error messages",feature_output,MVP,school_coordinator,students,student_registration,,internal,Create output/status updates for student_validation.,Verify expected record/status changes.,Yes
06 Features,student_validation,06.034,What gates/validations apply to 'Student Validation Review'?,No finalisation until mandatory errors are resolved.,feature_gate,MVP,school_coordinator,students,student_registration,,restricted,Enforce gates server-side for student_validation.,Run negative tests for gate failure cases.,Yes
06 Features,student_validation,06.035,What security rule applies to 'Student Validation Review'?,Validation errors must not expose other schools’ records.,feature_security,MVP,school_coordinator,students,student_registration,,restricted,Implement security control for student_validation.,Run permission/isolation test for this feature.,Yes
06 Features,finalise_student_count,06.036,What is feature 'Finalise Student Count' purpose?,Lock the student count used for billing and exam operations.,feature,MVP,school_coordinator,"participations,students",student_registration,,"After lock, edits require operations/admin override and audit.",Implement feature module finalise_student_count with server-side business rules.,Feature smoke test verifies Finalise Student Count happy path.,Yes
06 Features,finalise_student_count,06.037,What inputs does 'Finalise Student Count' require?,valid student count confirmation,feature_input,MVP,school_coordinator,"participations,students",student_registration,,sensitive,Create form/API input contract for finalise_student_count.,Validate required inputs and invalid input errors.,Yes
06 Features,finalise_student_count,06.038,What outputs does 'Finalise Student Count' produce?,"confirmed_student_count, locked_at timestamp, count_finalised status",feature_output,MVP,school_coordinator,"participations,students",student_registration,,internal,Create output/status updates for finalise_student_count.,Verify expected record/status changes.,Yes
